loan_id, no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value, loan_status
4430,4.0, Graduate, Yes,4918977.0,7124412,20.0,609,6707087,4560544,37715745,19269232, Approved
4431,0.0, Not Graduate, Yes,4019778.0,29698110,16.0,431,2010680,14104268,49637368,3793198, Approved
4432,1.0, Graduate, Yes,8465686.0,2519401,14.0,435,250731,3228157,37291282,3054740, Approved
4433,1.0, Graduate, No,1387552.0,25446644,11.0,354,11363083,8681111,22535657,13607441, Rejected
4434,0.0, Not Graduate, Yes,2748056.0,9709203,11.0,641,11152883,3385940,48879161,12265375, Approved
4435,2.0, Not Graduate, No,6661061.0,26137071,17.0,542,7380953,4958682,31167857,2180426, Approved
4436,5.0, Graduate, Yes,9082482.0,12187675,22.0,744,12679781,18802112,29584132,9254085, Rejected
4437,4.0, Graduate, Yes,7260279.0,18525045,11.0,807,4472458,8838529,38691798,16191352, Approved
4438,3.0,, Yes,6660890.0,13317105,20.0,552,3148662,16071773,45168570,15743852, Approved
4439,2.0, Not Graduate, Yes,7299981.0,9386465,13.0,444,8735112,18194706,45920092,10268684, Rejected
4440,1.0, Graduate, No,2862574.0,21045743,19.0,311,6417052,17818580,49187212,7498025, Approved
4441,3.0, Graduate, Yes,7008145.0,23385600,11.0,391,14660550,14997309,10625022,3198666, Approved
4442,2.0, Not Graduate, Yes,3351748.0,25320863,23.0,445,15266442,2923997,6516880,1885275, Rejected
4443,2.0, Not Graduate, No,3192199.0,27356415,21.0,596,19382336,7253848,29965362,19756864, Approved
4444,2.0, Graduate, No,1837313.0,20412953,12.0,624,18491853,8710761,49946248,18112382, Approved
4445,1.0, Graduate, No,3187640.0,10547283,14.0,626,13922391,7761272,6605343,3565700, Approved
4446,0.0, Not Graduate, No,2125329.0,1856011,17.0,484,646973,15824046,39280074,7869646, Approved
4447,2.0, Not Graduate, No,9898832.0,28965005,15.0,330,19053011,6548068,18729568,10350393, Rejected
4448,1.0, Graduate, No,3484578.0,1248270,19.0,301,346145,6553943,25727548,17530710, Rejected
4449,3.0, Not Graduate, Yes,6157026.0,3021412,13.0,610,8969324,14285563,23923436,8651299, Rejected
4450,2.0, Graduate, Yes,5302940.0,3929307,20.0,852,10779029,1308132,44581994,16616938, Approved
4451,1.0, Graduate, No,9540010.0,24205752,19.0,451,15709588,16690986,42781110,8164870, Rejected
4452,4.0, Graduate, Yes,9230220.0,8496944,12.0,552,19637338,18649743,10615319,5320521, Approved
4453,3.0, Not Graduate, No,7946088.0,6571661,23.0,610,17570131,2250976,6968371,1457962, Approved
4454,1.0, Not Graduate, No,8070798.0,14268965,20.0,527,15489502,19727119,46800658,225273, Approved
4455,2.0, Graduate, No,7732571.0,605370,13.0,377,16855476,12351115,33785643,2870728, Approved
4456,5.0, Graduate, No,4376628.0,13674453,21.0,840,13243143,9288316,23738878,1770839, Rejected
4457,3.0, Not Graduate, Yes,5856795.0,21445571,6.0,681,10197602,2859782,15980036,11066262, Rejected
4458,1.0, Graduate, Yes,5442307.0,16548551,11.0,893,1645875,15544002,15262767,3143435, Approved
4459,1.0, Graduate, Yes,7319306.0,13531928,20.0,691,842363,18737616,30894049,4892324, Approved
4460,, Not Graduate, Yes,5004193.0,2697024,20.0,734,18622647,13197396,46655169,5734810, Approved
4461,4.0, Graduate, No,4562614.0,20107795,12.0,545,11487427,17911259,39846193,3993663, Rejected
4462,0.0, Graduate, Yes,5159673.0,20767073,6.0,397,18461894,5066242,17921679,19916585, Approved
4463,5.0, Graduate, Yes,4212752.0,10961159,21.0,509,19884484,2916823,29263137,11015803, Approved
4464,4.0, Not Graduate, Yes,3792776.0,5878894,21.0,355,13341887,13615537,1027973,8378900, Approved
4465,0.0, Not Graduate, No,3763325.0,8993388,10.0,567,3788674,7894886,16798441,13241660, Rejected
4466,3.0, Graduate, No,7341092.0,26691171,21.0,892,4137457,13809720,43403176,6693715, Approved
4467,1.0, Not Graduate, Yes,8039633.0,1288161,15.0,751,5053050,6071437,43850326,5889481, Rejected
4468,3.0, Not Graduate, No,8153568.0,19592450,22.0,834,9320603,1418010,20115046,18264938, Rejected
4469,4.0, Not Graduate, Yes,6884152.0,17092784,18.0,414,3715870,4370890,828803,11519796, Rejected
4470,5.0, Not Graduate, No,1850769.0,13072924,19.0,405,4309750,13039882,43769358,1052578, Approved
4471,4.0, Not Graduate, No,4757838.0,2615637,19.0,473,15499087,16786985,45901936,9380857, Approved
4472,5.0, Graduate, Yes,4250850.0,4232793,19.0,438,7621763,13394989,14111136,3452244, Approved
4473,5.0, Not Graduate, No,9258813.0,27697331,20.0,812,18604516,6838795,47505304,3663113, Rejected
4474,2.0, Not Graduate, Yes,2401884.0,14797019,13.0,461,19728735,1117185,48123621,10448086, Approved
4475,2.0, Not Graduate, Yes,3598674.0,20271206,17.0,795,17862000,19342831,10560237,15411734, Approved
4476,1.0, Graduate, No,3354647.0,20601349,22.0,494,2160739,6861985,10271487,858473, Approved
4477,3.0, Not Graduate, Yes,1099895.0,25984124,22.0,866,8161828,16387615,19966981,12682449, Approved
4478,0.0, Not Graduate, Yes,3048292.0,20709425,24.0,611,19547247,15751165,3627625,5061646, Approved
4479,5.0, Graduate, Yes,3275636.0,29599403,11.0,556,12677012,4889826,42635708,9792520, Rejected
4480,0.0, Not Graduate, No,9819621.0,21853063,11.0,415,6043930,17853580,48963569,14429023, Rejected
4481,5.0, Not Graduate, No,1095460.0,6754526,,339,8341954,4030119,11182603,11424603, Approved
4482,3.0, Not Graduate, Yes,1416356.0,14755646,20.0,799,19180580,11648123,3044393,12469915, Approved
4483,3.0, Not Graduate, No,2016458.0,24820640,7.0,587,17907307,6192576,39897745,6407365, Approved
4484,3.0, Graduate, No,9514672.0,13493920,10.0,582,17327861,19913931,40447138,18527606, Rejected
4485,0.0, Not Graduate, No,9591332.0,19025780,16.0,408,3254971,1918859,35638192,9963812, Rejected
4486,1.0, Graduate, Yes,2996822.0,24699574,22.0,712,10921022,19701047,6105613,5311643, Rejected
4487,1.0, Not Graduate, No,1478254.0,27832361,21.0,450,10398094,17499100,21536005,2879156, Rejected
4488,5.0, Not Graduate, No,3373697.0,21064666,7.0,628,445682,4654701,5653509,17205844, Approved
4489,2.0, Graduate, No,4724591.0,3270192,12.0,496,19468454,15238889,23379341,9845354, Approved
4490,5.0, Not Graduate, Yes,1020990.0,22458907,24.0,415,14957218,13980670,30813682,6674525, Rejected
4491,4.0, Not Graduate, No,3654383.0,4838581,14.0,311,3704366,14080581,18314973,709737, Approved
4492,5.0, Graduate, No,7185735.0,29348608,18.0,742,15859262,9331792,10798839,9631301, Approved
4493,2.0, Graduate, No,5907871.0,21929467,15.0,421,17104974,17220443,30680073,797762, Approved
4494,0.0, Graduate, Yes,4052002.0,18561415,20.0,763,11557752,16316319,2455672,708215, Approved
4495,4.0, Graduate, No,7213325.0,16124425,24.0,509,13964428,10355957,21240422,15588058, Approved
4496,0.0, Graduate, No,6357437.0,21671990,12.0,683,6522627,18854442,29784278,9178823, Rejected
4497,4.0, Not Graduate, Yes,8880177.0,5339894,11.0,461,16875066,1238882,8353998,5886528, Approved
4498,4.0, Graduate, No,1262787.0,22130428,22.0,394,18957628,546188,29820701,12346232, Rejected
4499,0.0, Not Graduate, No,8849373.0,9928393,16.0,456,3267318,10798246,4242828,4740050, Rejected
4500,1.0,, No,9800082.0,10111431,14.0,889,9190205,13493484,20294359,6959624, Rejected
4501,5.0, Graduate, No,3155027.0,16550615,12.0,782,6399504,18321949,26207291,2865582, Approved
4502,2.0, Not Graduate, Yes,1476595.0,29778417,11.0,546,6392442,4580553,48960072,13679851, Approved
4503,5.0, Not Graduate, Yes,1816834.0,20589854,10.0,802,5142829,7541259,18373830,8722344, Approved
4504,3.0, Not Graduate, Yes,8665769.0,12376631,9.0,862,348018,13368232,48415527,5622753, Approved
4505,2.0, Not Graduate, No,2954785.0,7423830,13.0,336,2643734,6287801,27335652,8794348, Rejected
4506,3.0, Graduate, Yes,2749589.0,27620878,14.0,784,1636429,3326939,135046,18351768, Approved
4507,1.0, Not Graduate, No,3535960.0,12604840,13.0,835,2263731,19755387,677280,7548893, Rejected
4508,3.0, Graduate, No,4511824.0,8565784,21.0,659,16187781,7047086,23071317,9078574, Rejected
4509,4.0, Graduate, No,3761030.0,8193640,8.0,449,7487050,8813828,41351774,926535, Rejected
4510,5.0, Graduate, Yes,1220978.0,5349869,19.0,876,4644822,19560088,17045095,8727359, Approved
4511,2.0, Not Graduate, Yes,7023183.0,25933365,12.0,547,5985090,309340,33681225,1671244, Rejected
4512,0.0, Graduate, Yes,3528792.0,13049442,22.0,891,14336178,18378407,17451536,8172078, Approved
4513,1.0, Graduate, Yes,9451798.0,22304941,10.0,321,18468908,14119867,46915436,17585274, Approved
4514,5.0, Graduate, No,1784434.0,10068139,13.0,676,10528764,19581953,45368211,2125031, Rejected
4515,3.0, Graduate, No,4578535.0,5692146,22.0,473,13382796,10890707,33583773,12117208, Rejected
4516,4.0,, No,5796951.0,14241959,21.0,466,11640287,7523279,8230735,8201663, Rejected
4517,4.0, Graduate, Yes,7938137.0,15674962,15.0,423,5943864,2829789,9282760,2045376, Rejected
4518,0.0, Graduate, Yes,4333147.0,19221941,20.0,434,14817204,6130712,6011991,7690204, Rejected
4519,0.0, Graduate, No,5888408.0,20082566,11.0,412,8657828,16273567,45901272,8332587, Rejected
4520,5.0, Graduate, Yes,9940396.0,12689153,16.0,781,19086863,10376028,22549608,8219855, Rejected
4521,5.0, Graduate, Yes,,7448497,18.0,634,13469490,5190323,23469303,19368112, Approved
4522,1.0, Not Graduate, No,7575513.0,29512261,23.0,755,19980287,928315,42638874,14616861, Rejected
4523,4.0, Not Graduate, Yes,9646363.0,9522704,7.0,809,17327088,8521753,32479912,5798493, Approved
4524,0.0, Not Graduate, Yes,2224216.0,21203302,9.0,616,18039904,14299436,35007294,7137374, Rejected
4525,1.0, Not Graduate, Yes,7118705.0,21861580,6.0,747,3918293,9796532,3782354,14759217, Approved
4526,2.0, Graduate, No,8182505.0,14174569,11.0,804,19358687,17991810,38193019,16330534, Rejected
4527,0.0, Graduate, Yes,1263600.0,22585197,10.0,778,16097130,4732368,10447956,16329426, Approved
4528,3.0, Graduate, No,6298879.0,7202300,20.0,375,8352987,4958106,6764795,19204902, Rejected
4529,5.0, Graduate, No,7127979.0,5599237,8.0,481,11139475,2752496,42373092,10498106, Rejected
4530,1.0, Not Graduate, Yes,8821650.0,6781421,16.0,559,13921477,2300592,5258170,16211173, Rejected
4531,1.0, Graduate, Yes,8259317.0,23400113,8.0,426,152622,19965622,30583894,8158318, Approved
4532,5.0, Graduate, No,7142974.0,2377968,12.0,892,13037071,3281829,46309884,16547622, Approved
4533,2.0, Not Graduate, Yes,8312740.0,10596927,16.0,348,16528104,6760452,1665999,3550182, Approved
4534,1.0, Graduate, Yes,5686835.0,7074511,7.0,422,9718603,4246244,12305210,19494732, Approved
4535,1.0, Not Graduate, No,7757631.0,715713,9.0,685,18025386,9166814,3516790,6240560, Rejected
4536,5.0, Not Graduate, No,5522615.0,22921905,21.0,587,6050057,15857677,30071838,3798778, Rejected
4537,5.0, Not Graduate, Yes,4276636.0,5382000,11.0,451,15110627,6278500,44428331,15886587, Rejected
4538,0.0, Not Graduate, Yes,6346291.0,20521181,24.0,344,7623127,46325,37133230,11633758, Rejected
4539,1.0, Not Graduate, No,8686012.0,28874075,11.0,859,4465878,18226950,25571856,11190295, Rejected
4540,1.0, Graduate, Yes,7857669.0,7667272,13.0,509,711113,10356673,22546088,10286933, Approved
4541,0.0, Not Graduate, Yes,1396164.0,26143736,22.0,524,6060150,1849764,12657841,7378891, Approved
4542,4.0, Graduate, No,8306903.0,5589644,19.0,315,1540621,15089584,26600299,12029324, Approved
4543,0.0, Not Graduate, No,7918376.0,5821463,7.0,386,9603813,17542129,26662018,18979966, Approved
4544,3.0, Graduate, No,8655880.0,20951136,7.0,423,14538004,1116995,45091627,10915202, Approved
4545,4.0, Not Graduate, No,5721209.0,26493238,8.0,547,16413764,12366912,3309729,13241350, Approved
4546,2.0, Not Graduate, Yes,3724573.0,5758472,22.0,572,14289202,19994142,27759949,8787441, Approved
4547,2.0, Graduate, Yes,9270922.0,2814809,8.0,717,18764432,11496579,17922304,11924759, Rejected
4548,0.0, Graduate, Yes,6754417.0,2235629,21.0,596,16781157,4953995,32556167,6466048, Approved
4549,3.0, Graduate, Yes,8291803.0,22632821,21.0,343,17815357,8769806,26938610,4484110, Approved
4550,5.0, Graduate, Yes,5270600.0,21783433,24.0,429,4100005,13872584,11099000,5578353, Rejected
4551,, Not Graduate, Yes,3541431.0,22429691,8.0,309,10152872,569615,3526349,8618569, Approved
4552,1.0, Graduate, No,8215325.0,17376067,22.0,796,7220142,13722510,48595686,4293214, Approved
4553,0.0, Graduate, Yes,8649552.0,16561603,9.0,816,17457307,18564922,28051817,7031615, Approved
4554,2.0, Graduate, No,5856470.0,12932893,24.0,377,13741417,2373868,37896856,11142771, Rejected
4555,2.0, Not Graduate, No,1160372.0,24239700,7.0,383,5902301,9999990,6605393,9508167, Rejected
4556,3.0, Graduate, Yes,5383099.0,7630349,13.0,496,7710918,4468975,22802109,9777303, Approved
4557,2.0, Graduate, No,4301947.0,24718820,21.0,883,10275387,9261903,46398133,14897800, Rejected
4558,3.0, Not Graduate, Yes,5613629.0,26469234,18.0,380,12393299,4528645,9770858,16658822, Rejected
4559,0.0, Graduate, Yes,4930535.0,2831115,19.0,452,6490963,15547768,12768116,13357362, Rejected
4560,0.0, Graduate, Yes,8636211.0,4148680,17.0,675,13503161,8219918,34321614,4169041, Rejected
4561,0.0, Not Graduate, Yes,8243896.0,11364929,19.0,576,12887133,1831538,17420014,12772363, Rejected
4562,0.0, Graduate, Yes,9912951.0,19642328,17.0,325,19340477,13312972,40807090,16855016, Rejected
4563,0.0, Graduate, No,6381381.0,14183975,10.0,641,14635714,6328269,34318118,16244761, Approved
4564,2.0, Graduate, Yes,2228025.0,7666837,10.0,326,11292315,11787596,7939855,16854894, Rejected
4565,0.0, Graduate, Yes,1733870.0,15665362,8.0,324,6068612,1362479,17220980,15438281, Rejected
4566,5.0, Graduate, No,5583016.0,13772336,23.0,835,12631367,12596293,18192758,18532123, Rejected
4567,0.0, Graduate, Yes,4621468.0,1782234,20.0,755,12335545,2402273,18506610,7602368, Approved
4568,4.0,, No,3797107.0,27362630,24.0,781,5288888,17230348,38492334,3756279, Approved
4569,2.0, Not Graduate, Yes,6031532.0,24560956,7.0,833,9573173,13672325,9810123,15628076, Approved
4570,2.0, Not Graduate, Yes,3456726.0,15685070,8.0,350,13000736,9229707,31736563,10212164, Rejected
4571,4.0, Not Graduate, Yes,4701980.0,21489261,16.0,386,463620,10805103,28339648,14970647, Approved
4572,1.0, Not Graduate, No,4353312.0,13501435,13.0,741,15422415,17150058,39376419,15986393, Rejected
4573,2.0, Graduate, No,9262087.0,5340355,18.0,829,12900363,9718284,48653253,6194139, Approved
4574,1.0, Graduate, No,1048650.0,13941686,6.0,638,3645757,2517917,11380346,10356143, Approved
4575,4.0, Not Graduate, Yes,7297217.0,22928911,15.0,852,15411588,15801084,49138704,13470041, Approved
4576,3.0, Not Graduate, Yes,2260441.0,4059777,6.0,633,16164346,18425200,16399684,18005446, Approved
4577,2.0, Not Graduate, No,9968571.0,14632926,17.0,779,14208911,4338549,47921004,7556376, Rejected
4578,2.0, Graduate, Yes,5137710.0,2798611,19.0,753,2132073,13248262,18425880,11167049, Approved
4579,5.0, Not Graduate, No,1143862.0,7489050,6.0,740,12428132,1295236,7589508,10649437, Rejected
4580,3.0, Not Graduate, Yes,6191011.0,28598677,20.0,686,19640344,4687778,42760599,1179240, Approved
4581,2.0, Graduate, Yes,8467921.0,15891704,12.0,549,19443492,10207726,23654315,6109455, Approved
4582,5.0, Graduate, Yes,3837939.0,29139509,12.0,547,17383872,5045217,27772314,13068374, Rejected
4583,0.0, Graduate, No,1421234.0,21784076,20.0,467,19071994,3288164,18660089,4607791, Rejected
4584,5.0, Not Graduate, No,2878081.0,25856918,,802,12946928,14285116,47219531,4633190, Approved
4585,3.0, Graduate, No,1016541.0,12979620,19.0,726,4914852,18467116,21630949,16182124, Approved
4586,5.0, Not Graduate, Yes,8789160.0,4010593,20.0,443,19269365,10729672,37909947,19473059, Approved
4587,0.0,, Yes,2804337.0,20801311,24.0,450,19411908,11907910,12023193,7927967, Rejected
4588,3.0, Not Graduate, Yes,8715881.0,23488092,20.0,777,5947559,1995384,22476930,10562622, Rejected
4589,1.0, Graduate, No,5229479.0,23342635,10.0,657,19199929,10724634,29784562,6516420, Rejected
4590,2.0, Graduate, No,3754637.0,7817768,14.0,848,13923824,11182623,27185385,18246372, Approved
4591,4.0, Not Graduate, No,7525038.0,18591763,24.0,494,7604218,2829204,1029602,2275175, Approved
4592,4.0, Not Graduate, No,4481758.0,12533031,14.0,836,4887041,16575807,29073928,2505829, Approved
4593,0.0, Graduate, Yes,5735956.0,26642292,16.0,700,3416098,8737464,29860962,13297337, Approved
4594,4.0, Not Graduate, Yes,6938254.0,25253880,16.0,343,2303560,12306720,24426280,10154828, Approved
4595,4.0, Graduate, No,8374477.0,24416917,9.0,405,314989,9644822,19556141,11438810, Rejected
4596,2.0, Graduate, No,3396454.0,15512658,7.0,342,16303777,10758977,14463400,16872516, Approved
4597,1.0, Not Graduate, Yes,5187238.0,26165704,19.0,494,388763,3832684,8620854,19721214, Approved
4598,0.0, Not Graduate, Yes,5156475.0,6814416,19.0,777,2165693,5802326,24402329,8358184, Rejected
4599,0.0, Graduate, Yes,9051234.0,24759654,11.0,511,16562964,17919541,32286589,854958, Approved
4600,1.0, Graduate, No,7279712.0,21312322,20.0,885,655234,3257013,24653664,7215621, Rejected
4601,5.0, Graduate, Yes,8488693.0,15036314,10.0,556,12597954,19260649,34363909,16945779, Approved
4602,2.0, Graduate, Yes,8177132.0,3897482,17.0,755,13538331,16545919,20236991,15153811, Approved
4603,3.0, Graduate, Yes,7210763.0,14686049,23.0,373,237882,6759421,44056152,5258546, Rejected
4604,0.0, Graduate, Yes,3147576.0,21859957,22.0,655,15535654,19503211,10489506,3406960, Rejected
4605,4.0, Not Graduate, Yes,5234727.0,845817,24.0,539,4344508,3216860,10363127,7402578, Approved
4606,4.0, Not Graduate, Yes,2557990.0,15784243,19.0,737,2966256,13513776,42411440,19915630, Approved
4607,0.0, Not Graduate, Yes,5812677.0,12348275,24.0,332,8450307,7501263,8182706,13223557, Rejected
4608,0.0, Not Graduate, No,7967796.0,823373,23.0,898,2652901,5199359,20346657,13886287, Approved
4609,0.0, Graduate, Yes,2399506.0,2085809,9.0,887,14222599,7472717,6612209,13864185, Rejected
4610,5.0, Not Graduate, Yes,2528319.0,29025963,14.0,510,14119190,8261471,25563555,5080705, Approved
4611,1.0, Not Graduate, No,4405445.0,29390007,16.0,658,7275045,2009571,33905835,19300403, Approved
4612,2.0, Graduate, No,6769158.0,14469847,16.0,454,15586099,16983843,19050752,13269118, Approved
4613,3.0, Graduate, Yes,8133870.0,20871815,15.0,610,12444062,5835415,4116709,1090393, Approved
4614,0.0, Not Graduate, Yes,4905888.0,20509495,22.0,333,13901638,14278731,33266394,2714080, Approved
4615,2.0, Not Graduate, Yes,6310532.0,24488803,11.0,465,5057305,16740292,46280554,11286158, Rejected
4616,1.0, Graduate, Yes,5218145.0,10227184,8.0,444,6248912,16435697,17448367,7024579, Approved
4617,0.0, Graduate, Yes,6712839.0,18257278,20.0,312,8706900,2174314,22372683,5555267, Rejected
4618,1.0, Graduate, No,4100421.0,10155513,7.0,359,13052146,416546,48782996,2985019, Rejected
4619,1.0, Not Graduate, No,8146674.0,12705727,11.0,394,8182139,5770697,21854367,14456973, Rejected
4620,4.0, Not Graduate, No,8052493.0,10928970,11.0,861,13481058,5694943,44332992,2633725, Rejected
4621,5.0, Not Graduate, Yes,8539231.0,11493403,12.0,390,17356191,14930814,9023196,9158908, Rejected
4622,5.0, Graduate, No,7341751.0,6978410,11.0,397,9013302,16255940,19055224,11940684, Approved
4623,1.0, Graduate, No,2731975.0,23601086,6.0,693,4190264,14831509,42888620,5592555, Rejected
4624,4.0, Graduate, No,8993609.0,3523381,16.0,524,8277021,16583534,34770883,6113206, Approved
4625,0.0, Not Graduate, No,3163493.0,2818317,8.0,519,19021445,12395537,30000546,10023547, Approved
4626,5.0, Not Graduate, Yes,4060735.0,29728860,18.0,661,15806050,9950296,8471997,931925, Rejected
4627,5.0, Not Graduate, Yes,1971810.0,22878160,14.0,642,17413653,5243288,41379640,15474949, Rejected
4628,1.0, Not Graduate, Yes,3146730.0,18669827,22.0,566,13980209,12608750,35134454,9743753, Approved
4629,0.0, Not Graduate, No,9015714.0,6421159,16.0,829,5023912,2219726,22871949,17340685, Approved
